image,distance,aq_scale,aq_mean,file_size,bpp,dssim,ssimulacra2,encode_ms
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,0.5,1.250,0.6135,685323,5.7110,0.000258,88.47,40
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,0.5,1.500,0.7362,667354,5.5613,0.000288,87.83,38
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,0.5,1.750,0.8589,650520,5.4210,0.000321,87.24,38
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,0.5,2.000,0.9817,634193,5.2849,0.000354,86.58,38
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,0.5,2.500,1.2271,603156,5.0263,0.000423,85.38,38
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,0.5,3.000,1.4725,576415,4.8035,0.000497,84.26,37
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,0.250,0.1227,523506,4.3625,0.000497,86.01,39
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,0.500,0.2454,504163,4.2014,0.000560,84.86,37
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,0.750,0.3681,484568,4.0381,0.000633,83.77,36
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,1.000,0.4908,466989,3.8916,0.000716,82.80,35
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,1.250,0.6135,450538,3.7545,0.000803,81.65,35
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,1.500,0.7362,434019,3.6168,0.000897,80.66,34
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,1.750,0.8589,418539,3.4878,0.000995,79.62,34
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,2.000,0.9817,404198,3.3683,0.001093,78.60,33
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,2.500,1.2271,376828,3.1402,0.001293,76.64,33
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1,3.000,1.4725,354074,2.9506,0.001498,74.90,32
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,0.250,0.1225,412911,3.4409,0.000923,81.72,35
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,0.500,0.2449,395805,3.2984,0.001024,80.43,34
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,0.750,0.3674,378983,3.1582,0.001147,78.98,36
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,1.000,0.4898,362949,3.0246,0.001284,77.69,33
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,1.250,0.6123,348415,2.9035,0.001430,76.34,33
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,1.500,0.7347,334762,2.7897,0.001578,75.14,33
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,1.750,0.8572,321354,2.6780,0.001731,74.00,34
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,2.000,0.9797,309054,2.5755,0.001886,72.85,32
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,2.500,1.2246,286851,2.3904,0.002201,70.87,31
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,1.5,3.000,1.4695,268130,2.2344,0.002531,68.79,30
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,0.250,0.1222,349852,2.9154,0.001342,78.75,33
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,0.500,0.2443,334175,2.7848,0.001479,77.19,33
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,0.750,0.3665,319014,2.6585,0.001637,75.70,32
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,1.000,0.4886,305008,2.5417,0.001815,74.27,32
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,1.250,0.6108,292616,2.4385,0.001997,72.94,32
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,1.500,0.7330,280659,2.3388,0.002198,71.67,31
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,1.750,0.8551,269758,2.2480,0.002402,70.36,31
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,2.000,0.9773,259264,2.1605,0.002602,69.21,33
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,2.500,1.2216,240298,2.0025,0.003013,66.87,30
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,2,3.000,1.4659,224199,1.8683,0.003422,64.75,29
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,0.250,0.1217,274487,2.2874,0.002221,73.22,33
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,0.500,0.2434,261980,2.1832,0.002409,71.71,31
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,0.750,0.3651,250470,2.0873,0.002625,70.17,32
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,1.000,0.4868,239853,1.9988,0.002872,68.74,30
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,1.250,0.6084,230273,1.9189,0.003124,67.24,30
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,1.500,0.7301,221549,1.8462,0.003392,65.85,30
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,1.750,0.8518,213508,1.7792,0.003661,64.60,30
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,2.000,0.9735,205933,1.7161,0.003940,63.28,30
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,2.500,1.2169,191955,1.5996,0.004493,60.92,29
clic_5dbdb989cf026f7ab3dd7167d7fc0fe2.png,3,3.000,1.4603,179613,1.4968,0.005068,58.46,29
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,0.250,0.0679,261374,4.0776,0.000299,88.42,17
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,0.500,0.1357,255612,3.9877,0.000313,87.82,18
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,0.750,0.2036,249878,3.8983,0.000331,87.16,18
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,1.000,0.2715,244286,3.8110,0.000351,86.44,18
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,1.250,0.3394,239013,3.7288,0.000372,85.75,18
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,1.500,0.4072,233676,3.6455,0.000394,85.15,18
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,1.750,0.4751,228641,3.5669,0.000417,84.55,17
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,2.000,0.5430,223735,3.4904,0.000441,83.92,18
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,2.500,0.6787,214766,3.3505,0.000490,82.68,17
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,0.5,3.000,0.8145,205933,3.2127,0.000544,81.49,16
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,0.250,0.0679,157491,2.4570,0.000788,81.87,16
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,0.500,0.1357,150953,2.3550,0.000828,80.92,15
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,0.750,0.2036,145258,2.2661,0.000872,79.98,15
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,1.000,0.2715,139578,2.1775,0.000921,78.83,16
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,1.250,0.3394,134456,2.0976,0.000974,77.91,15
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,1.500,0.4072,129562,2.0212,0.001030,76.92,15
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,1.750,0.4751,124937,1.9491,0.001088,76.29,15
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,2.000,0.5430,120748,1.8837,0.001149,75.64,15
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,2.500,0.6787,113298,1.7675,0.001271,74.31,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1,3.000,0.8145,106702,1.6646,0.001393,73.04,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,0.250,0.0699,112513,1.7553,0.001264,77.16,15
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,0.500,0.1398,107196,1.6723,0.001322,75.83,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,0.750,0.2097,102340,1.5966,0.001388,74.89,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,1.000,0.2796,97950,1.5281,0.001459,73.78,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,1.250,0.3495,94152,1.4688,0.001533,72.98,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,1.500,0.4194,90591,1.4133,0.001612,72.18,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,1.750,0.4893,87360,1.3629,0.001690,71.23,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,2.000,0.5592,84205,1.3137,0.001769,70.45,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,2.500,0.6990,78880,1.2306,0.001930,68.76,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,1.5,3.000,0.8388,74491,1.1621,0.002098,67.45,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,0.250,0.0727,89826,1.4013,0.001717,73.46,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,0.500,0.1454,85426,1.3327,0.001785,72.33,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,0.750,0.2182,81758,1.2755,0.001860,71.21,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,1.000,0.2909,78542,1.2253,0.001940,70.52,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,1.250,0.3636,75447,1.1770,0.002029,69.63,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,1.500,0.4363,72642,1.1333,0.002125,68.71,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,1.750,0.5090,70222,1.0955,0.002219,67.67,14
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,2.000,0.5818,67960,1.0602,0.002317,66.88,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,2.500,0.7272,63957,0.9978,0.002510,65.35,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,2,3.000,0.8726,60594,0.9453,0.002715,63.82,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,0.250,0.0788,67915,1.0595,0.002401,68.45,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,0.500,0.1576,65229,1.0176,0.002482,67.41,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,0.750,0.2363,62873,0.9809,0.002575,66.54,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,1.000,0.3151,60618,0.9457,0.002678,65.61,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,1.250,0.3939,58609,0.9143,0.002791,64.60,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,1.500,0.4727,56725,0.8849,0.002910,63.67,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,1.750,0.5515,55016,0.8583,0.003029,62.81,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,2.000,0.6302,53481,0.8343,0.003152,62.04,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,2.500,0.7878,50700,0.7910,0.003403,60.36,13
clic_5e5ce43575fa67fdc0dd37146d7f479e.png,3,3.000,0.9453,48291,0.7534,0.003667,58.76,13
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,0.250,0.0116,168206,1.4846,0.000152,89.05,27
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,0.500,0.0233,166140,1.4664,0.000153,88.86,28
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,0.750,0.0349,164226,1.4495,0.000155,88.85,26
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,1.000,0.0466,162290,1.4324,0.000157,88.97,27
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,1.250,0.0582,160378,1.4155,0.000160,88.98,27
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,1.500,0.0698,158560,1.3995,0.000163,88.74,28
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,1.750,0.0815,156748,1.3835,0.000166,88.86,27
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,2.000,0.0931,155160,1.3695,0.000168,88.81,27
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,2.500,0.1164,152053,1.3420,0.000174,88.51,27
clic_60430844748882ff66b9a5598ef06dd6.png,0.5,3.000,0.1397,149059,1.3156,0.000180,88.39,29
clic_60430844748882ff66b9a5598ef06dd6.png,1,0.250,0.0116,96066,0.8479,0.000345,85.88,29
clic_60430844748882ff66b9a5598ef06dd6.png,1,0.500,0.0233,94401,0.8332,0.000350,85.78,26
clic_60430844748882ff66b9a5598ef06dd6.png,1,0.750,0.0349,92897,0.8199,0.000355,85.74,25
clic_60430844748882ff66b9a5598ef06dd6.png,1,1.000,0.0466,91396,0.8067,0.000360,85.56,25
clic_60430844748882ff66b9a5598ef06dd6.png,1,1.250,0.0582,90155,0.7957,0.000367,85.33,25
clic_60430844748882ff66b9a5598ef06dd6.png,1,1.500,0.0698,88816,0.7839,0.000374,85.27,25
clic_60430844748882ff66b9a5598ef06dd6.png,1,1.750,0.0815,87731,0.7743,0.000380,85.05,25
clic_60430844748882ff66b9a5598ef06dd6.png,1,2.000,0.0931,86600,0.7643,0.000387,84.90,25
clic_60430844748882ff66b9a5598ef06dd6.png,1,2.500,0.1164,84573,0.7465,0.000401,84.50,26
clic_60430844748882ff66b9a5598ef06dd6.png,1,3.000,0.1397,82639,0.7294,0.000416,84.14,25
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,0.250,0.0150,72847,0.6430,0.000485,83.76,25
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,0.500,0.0299,71541,0.6314,0.000494,83.47,25
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,0.750,0.0449,70401,0.6214,0.000503,83.33,24
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,1.000,0.0598,69294,0.6116,0.000513,82.99,24
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,1.250,0.0748,68244,0.6023,0.000525,82.89,24
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,1.500,0.0897,67290,0.5939,0.000535,82.61,25
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,1.750,0.1047,66448,0.5865,0.000546,82.36,24
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,2.000,0.1196,65679,0.5797,0.000557,82.14,29
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,2.500,0.1495,64295,0.5675,0.000580,81.63,24
clic_60430844748882ff66b9a5598ef06dd6.png,1.5,3.000,0.1794,62907,0.5552,0.000604,81.17,24
clic_60430844748882ff66b9a5598ef06dd6.png,2,0.250,0.0207,61525,0.5430,0.000634,81.66,24
clic_60430844748882ff66b9a5598ef06dd6.png,2,0.500,0.0414,60479,0.5338,0.000644,81.45,24
clic_60430844748882ff66b9a5598ef06dd6.png,2,0.750,0.0621,59489,0.5251,0.000656,81.31,24
clic_60430844748882ff66b9a5598ef06dd6.png,2,1.000,0.0828,58609,0.5173,0.000670,80.93,25
clic_60430844748882ff66b9a5598ef06dd6.png,2,1.250,0.1035,57714,0.5094,0.000685,80.70,24
clic_60430844748882ff66b9a5598ef06dd6.png,2,1.500,0.1242,56948,0.5026,0.000699,80.43,25
clic_60430844748882ff66b9a5598ef06dd6.png,2,1.750,0.1449,56202,0.4960,0.000714,80.19,24
clic_60430844748882ff66b9a5598ef06dd6.png,2,2.000,0.1656,55589,0.4906,0.000727,79.97,25
clic_60430844748882ff66b9a5598ef06dd6.png,2,2.500,0.2070,54450,0.4806,0.000759,79.36,24
clic_60430844748882ff66b9a5598ef06dd6.png,2,3.000,0.2484,53246,0.4700,0.000793,78.61,24
clic_60430844748882ff66b9a5598ef06dd6.png,3,0.250,0.0330,50200,0.4431,0.000881,78.10,24
clic_60430844748882ff66b9a5598ef06dd6.png,3,0.500,0.0661,49320,0.4353,0.000899,77.73,23
clic_60430844748882ff66b9a5598ef06dd6.png,3,0.750,0.0991,48515,0.4282,0.000919,77.42,24
clic_60430844748882ff66b9a5598ef06dd6.png,3,1.000,0.1322,47692,0.4209,0.000938,77.03,24
clic_60430844748882ff66b9a5598ef06dd6.png,3,1.250,0.1652,46992,0.4148,0.000958,76.81,24
clic_60430844748882ff66b9a5598ef06dd6.png,3,1.500,0.1983,46282,0.4085,0.000981,76.47,24
clic_60430844748882ff66b9a5598ef06dd6.png,3,1.750,0.2313,45683,0.4032,0.001006,76.22,24
clic_60430844748882ff66b9a5598ef06dd6.png,3,2.000,0.2643,45168,0.3987,0.001029,75.78,24
clic_60430844748882ff66b9a5598ef06dd6.png,3,2.500,0.3304,44177,0.3899,0.001075,74.86,24
clic_60430844748882ff66b9a5598ef06dd6.png,3,3.000,0.3965,43267,0.3819,0.001124,74.32,25
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,0.250,0.0482,305294,2.8612,0.000187,89.25,28
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,0.500,0.0963,298301,2.7957,0.000195,88.55,27
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,0.750,0.1445,292215,2.7387,0.000203,88.01,27
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,1.000,0.1927,286655,2.6866,0.000213,87.64,27
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,1.250,0.2409,281340,2.6367,0.000224,87.17,27
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,1.500,0.2890,276471,2.5911,0.000236,86.75,27
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,1.750,0.3372,271993,2.5491,0.000248,86.31,27
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,2.000,0.3854,267410,2.5062,0.000261,85.86,27
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,2.500,0.4817,259296,2.4301,0.000289,85.15,27
clic_7e499613c3e376ea93afb3649719abeb.png,0.5,3.000,0.5781,252397,2.3655,0.000320,84.32,26
clic_7e499613c3e376ea93afb3649719abeb.png,1,0.250,0.0482,199309,1.8679,0.000457,85.21,26
clic_7e499613c3e376ea93afb3649719abeb.png,1,0.500,0.0963,193981,1.8180,0.000478,84.52,27
clic_7e499613c3e376ea93afb3649719abeb.png,1,0.750,0.1445,189011,1.7714,0.000505,83.75,26
clic_7e499613c3e376ea93afb3649719abeb.png,1,1.000,0.1927,184391,1.7281,0.000535,83.02,25
clic_7e499613c3e376ea93afb3649719abeb.png,1,1.250,0.2409,180408,1.6908,0.000569,82.34,25
clic_7e499613c3e376ea93afb3649719abeb.png,1,1.500,0.2890,176728,1.6563,0.000604,81.66,26
clic_7e499613c3e376ea93afb3649719abeb.png,1,1.750,0.3372,173230,1.6235,0.000642,81.03,25
clic_7e499613c3e376ea93afb3649719abeb.png,1,2.000,0.3854,170078,1.5940,0.000683,80.46,25
clic_7e499613c3e376ea93afb3649719abeb.png,1,2.500,0.4817,163769,1.5349,0.000773,79.38,25
clic_7e499613c3e376ea93afb3649719abeb.png,1,3.000,0.5781,158308,1.4837,0.000870,78.39,25
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,0.250,0.0505,158456,1.4851,0.000757,81.95,25
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,0.500,0.1011,154372,1.4468,0.000798,81.05,28
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,0.750,0.1516,150326,1.4089,0.000848,80.21,25
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,1.000,0.2022,146438,1.3724,0.000905,79.36,25
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,1.250,0.2527,142946,1.3397,0.000965,78.69,25
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,1.500,0.3033,139736,1.3096,0.001031,78.00,24
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,1.750,0.3538,136626,1.2805,0.001101,77.23,24
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,2.000,0.4044,133857,1.2545,0.001178,76.52,25
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,2.500,0.5054,128177,1.2013,0.001340,75.29,24
clic_7e499613c3e376ea93afb3649719abeb.png,1.5,3.000,0.6065,123296,1.1555,0.001516,73.94,25
clic_7e499613c3e376ea93afb3649719abeb.png,2,0.250,0.0542,136261,1.2770,0.001068,78.95,25
clic_7e499613c3e376ea93afb3649719abeb.png,2,0.500,0.1083,132644,1.2431,0.001126,78.05,25
clic_7e499613c3e376ea93afb3649719abeb.png,2,0.750,0.1625,128715,1.2063,0.001201,77.10,24
clic_7e499613c3e376ea93afb3649719abeb.png,2,1.000,0.2167,125273,1.1741,0.001282,76.29,25
clic_7e499613c3e376ea93afb3649719abeb.png,2,1.250,0.2709,122074,1.1441,0.001370,75.52,25
clic_7e499613c3e376ea93afb3649719abeb.png,2,1.500,0.3250,119141,1.1166,0.001470,74.68,24
clic_7e499613c3e376ea93afb3649719abeb.png,2,1.750,0.3792,116157,1.0886,0.001573,73.87,24
clic_7e499613c3e376ea93afb3649719abeb.png,2,2.000,0.4334,113452,1.0633,0.001683,73.08,25
clic_7e499613c3e376ea93afb3649719abeb.png,2,2.500,0.5417,108333,1.0153,0.001905,71.52,25
clic_7e499613c3e376ea93afb3649719abeb.png,2,3.000,0.6501,103860,0.9734,0.002148,70.16,24
clic_7e499613c3e376ea93afb3649719abeb.png,3,0.250,0.0621,111309,1.0432,0.001680,74.50,24
clic_7e499613c3e376ea93afb3649719abeb.png,3,0.500,0.1242,107716,1.0095,0.001783,73.57,24
clic_7e499613c3e376ea93afb3649719abeb.png,3,0.750,0.1863,104334,0.9778,0.001902,72.71,24
clic_7e499613c3e376ea93afb3649719abeb.png,3,1.000,0.2485,101337,0.9497,0.002035,71.87,24
clic_7e499613c3e376ea93afb3649719abeb.png,3,1.250,0.3106,98492,0.9231,0.002187,70.98,24
clic_7e499613c3e376ea93afb3649719abeb.png,3,1.500,0.3727,96001,0.8997,0.002338,70.07,23
clic_7e499613c3e376ea93afb3649719abeb.png,3,1.750,0.4348,93543,0.8767,0.002489,69.36,23
clic_7e499613c3e376ea93afb3649719abeb.png,3,2.000,0.4969,91308,0.8557,0.002649,68.41,24
clic_7e499613c3e376ea93afb3649719abeb.png,3,2.500,0.6211,86875,0.8142,0.002980,66.79,24
clic_7e499613c3e376ea93afb3649719abeb.png,3,3.000,0.7454,83100,0.7788,0.003320,65.27,25
clic_870516c65d81fb9267de6865964083a9.png,0.5,0.250,0.1024,312008,5.8759,0.000169,89.94,15
clic_870516c65d81fb9267de6865964083a9.png,0.5,0.500,0.2049,304092,5.7268,0.000185,88.94,13
clic_870516c65d81fb9267de6865964083a9.png,0.5,0.750,0.3073,296894,5.5912,0.000204,88.08,13
clic_870516c65d81fb9267de6865964083a9.png,0.5,1.000,0.4098,289270,5.4476,0.000224,87.46,13
clic_870516c65d81fb9267de6865964083a9.png,0.5,1.250,0.5122,282522,5.3206,0.000248,86.63,13
clic_870516c65d81fb9267de6865964083a9.png,0.5,1.500,0.6146,276051,5.1987,0.000274,85.92,13
clic_870516c65d81fb9267de6865964083a9.png,0.5,1.750,0.7171,269784,5.0807,0.000303,85.18,13
clic_870516c65d81fb9267de6865964083a9.png,0.5,2.000,0.8195,264025,4.9722,0.000330,84.41,12
clic_870516c65d81fb9267de6865964083a9.png,0.5,2.500,1.0244,253356,4.7713,0.000395,82.68,13
clic_870516c65d81fb9267de6865964083a9.png,0.5,3.000,1.2293,243298,4.5819,0.000463,81.44,12
clic_870516c65d81fb9267de6865964083a9.png,1,0.250,0.1024,213360,4.0181,0.000485,84.52,12
clic_870516c65d81fb9267de6865964083a9.png,1,0.500,0.2049,205811,3.8759,0.000537,83.17,12
clic_870516c65d81fb9267de6865964083a9.png,1,0.750,0.3073,198506,3.7383,0.000599,81.95,12
clic_870516c65d81fb9267de6865964083a9.png,1,1.000,0.4098,191859,3.6132,0.000675,80.31,12
clic_870516c65d81fb9267de6865964083a9.png,1,1.250,0.5122,185777,3.4986,0.000755,79.13,11
clic_870516c65d81fb9267de6865964083a9.png,1,1.500,0.6146,179691,3.3840,0.000844,77.87,11
clic_870516c65d81fb9267de6865964083a9.png,1,1.750,0.7171,174134,3.2794,0.000938,76.73,11
clic_870516c65d81fb9267de6865964083a9.png,1,2.000,0.8195,168764,3.1782,0.001040,75.39,11
clic_870516c65d81fb9267de6865964083a9.png,1,2.500,1.0244,159322,3.0004,0.001255,73.36,11
clic_870516c65d81fb9267de6865964083a9.png,1,3.000,1.2293,151315,2.8496,0.001492,71.13,10
clic_870516c65d81fb9267de6865964083a9.png,1.5,0.250,0.1026,169111,3.1848,0.000876,79.86,11
clic_870516c65d81fb9267de6865964083a9.png,1.5,0.500,0.2052,162845,3.0668,0.000973,77.96,11
clic_870516c65d81fb9267de6865964083a9.png,1.5,0.750,0.3078,156530,2.9478,0.001095,76.32,11
clic_870516c65d81fb9267de6865964083a9.png,1.5,1.000,0.4104,150632,2.8368,0.001232,74.85,11
clic_870516c65d81fb9267de6865964083a9.png,1.5,1.250,0.5130,145248,2.7354,0.001383,73.35,11
clic_870516c65d81fb9267de6865964083a9.png,1.5,1.500,0.6156,140039,2.6373,0.001546,71.72,10
clic_870516c65d81fb9267de6865964083a9.png,1.5,1.750,0.7183,135051,2.5433,0.001713,70.14,10
clic_870516c65d81fb9267de6865964083a9.png,1.5,2.000,0.8209,130533,2.4582,0.001892,68.59,10
clic_870516c65d81fb9267de6865964083a9.png,1.5,2.500,1.0261,122645,2.3097,0.002252,66.41,10
clic_870516c65d81fb9267de6865964083a9.png,1.5,3.000,1.2313,115699,2.1789,0.002657,64.37,10
clic_870516c65d81fb9267de6865964083a9.png,2,0.250,0.1031,144442,2.7202,0.001283,76.35,11
clic_870516c65d81fb9267de6865964083a9.png,2,0.500,0.2062,138548,2.6092,0.001429,74.30,11
clic_870516c65d81fb9267de6865964083a9.png,2,0.750,0.3093,132847,2.5018,0.001603,72.57,11
clic_870516c65d81fb9267de6865964083a9.png,2,1.000,0.4124,127679,2.4045,0.001798,70.83,11
clic_870516c65d81fb9267de6865964083a9.png,2,1.250,0.5155,122794,2.3125,0.002013,68.89,10
clic_870516c65d81fb9267de6865964083a9.png,2,1.500,0.6186,118384,2.2295,0.002238,67.14,10
clic_870516c65d81fb9267de6865964083a9.png,2,1.750,0.7217,114191,2.1505,0.002466,65.67,10
clic_870516c65d81fb9267de6865964083a9.png,2,2.000,0.8248,110156,2.0745,0.002705,64.36,10
clic_870516c65d81fb9267de6865964083a9.png,2,2.500,1.0310,103037,1.9404,0.003207,61.77,10
clic_870516c65d81fb9267de6865964083a9.png,2,3.000,1.2373,97205,1.8306,0.003737,59.40,9
clic_870516c65d81fb9267de6865964083a9.png,3,0.250,0.1045,114569,2.1576,0.002197,70.26,10
clic_870516c65d81fb9267de6865964083a9.png,3,0.500,0.2090,109995,2.0715,0.002422,68.28,10
clic_870516c65d81fb9267de6865964083a9.png,3,0.750,0.3135,105460,1.9861,0.002680,66.24,10
clic_870516c65d81fb9267de6865964083a9.png,3,1.000,0.4180,101407,1.9097,0.002960,64.20,10
clic_870516c65d81fb9267de6865964083a9.png,3,1.250,0.5225,97794,1.8417,0.003274,62.28,10
clic_870516c65d81fb9267de6865964083a9.png,3,1.500,0.6270,94433,1.7784,0.003592,60.62,10
