image,encoder,quality,width,height,file_size,bpp,butteraugli,dssim,ssimulacra2
20.png,mozjpeg,55,768,512,23120,0.470378,4.023754,0.00385729,63.3488
20.png,jpegli,55,768,512,34788,0.707764,3.131058,0.00335420,66.9837
20.png,mozjpeg,60,768,512,24936,0.507324,3.974420,0.00343411,65.3772
20.png,jpegli,60,768,512,37410,0.761108,2.979438,0.00288722,69.5264
20.png,mozjpeg,65,768,512,27514,0.559774,4.360065,0.00296698,67.9576
20.png,jpegli,65,768,512,39831,0.810364,2.762038,0.00253134,71.2768
20.png,mozjpeg,70,768,512,30311,0.616679,4.183454,0.00252424,70.1450
20.png,jpegli,70,768,512,43480,0.884603,3.013665,0.00210642,73.6463
20.png,mozjpeg,75,768,512,34368,0.699219,3.676715,0.00205262,73.4066
20.png,jpegli,75,768,512,47538,0.967163,2.452979,0.00174668,75.5957
20.png,mozjpeg,80,768,512,40603,0.826070,3.698073,0.00160072,75.9350
20.png,jpegli,80,768,512,53572,1.089925,2.144268,0.00137348,78.3972
20.png,mozjpeg,85,768,512,48186,0.980347,2.942560,0.00118334,78.5468
20.png,jpegli,85,768,512,62406,1.269653,1.768070,0.00098256,81.1870
20.png,mozjpeg,90,768,512,62904,1.279785,2.147026,0.00075349,82.4244
20.png,jpegli,90,768,512,78686,1.600871,1.411993,0.00058036,84.9925
21.png,mozjpeg,25,768,512,18052,0.367269,5.693411,0.00905879,34.9719
21.png,jpegli,25,768,512,34119,0.694153,4.291058,0.00547771,52.4613
21.png,mozjpeg,30,768,512,21031,0.427877,5.097463,0.00729461,41.8622
21.png,jpegli,30,768,512,37012,0.753011,4.218251,0.00467429,55.7212
21.png,mozjpeg,35,768,512,23727,0.482727,4.739681,0.00597521,47.9784
21.png,jpegli,35,768,512,38694,0.787231,3.989962,0.00427775,58.3832
21.png,mozjpeg,40,768,512,26232,0.533691,4.516558,0.00505258,52.6473
21.png,jpegli,40,768,512,40434,0.822632,3.974658,0.00387984,60.3243
21.png,mozjpeg,45,768,512,28833,0.586609,4.727992,0.00442619,55.0454
21.png,jpegli,45,768,512,42842,0.871623,3.414924,0.00342461,63.1344
21.png,mozjpeg,50,768,512,31148,0.633708,3.908690,0.00385901,58.8996
21.png,jpegli,50,768,512,45033,0.916199,3.367421,0.00308365,64.7933
21.png,mozjpeg,55,768,512,33835,0.688375,3.692728,0.00335238,61.2378
21.png,jpegli,55,768,512,47520,0.966797,3.520035,0.00273235,65.9552
21.png,mozjpeg,60,768,512,36596,0.744548,3.526697,0.00294488,63.3631
21.png,jpegli,60,768,512,51309,1.043884,3.153329,0.00230676,69.3973
21.png,mozjpeg,65,768,512,40295,0.819804,3.411691,0.00248016,66.5880
21.png,jpegli,65,768,512,54939,1.117737,2.921996,0.00198851,71.0635
21.png,mozjpeg,70,768,512,44110,0.897420,3.128555,0.00210880,68.6975
21.png,jpegli,70,768,512,60335,1.227519,2.673588,0.00162338,72.9577
21.png,mozjpeg,75,768,512,49904,1.015299,2.901989,0.00166736,72.6870
21.png,jpegli,75,768,512,66269,1.348246,2.302882,0.00130638,75.1651
21.png,mozjpeg,80,768,512,59200,1.204427,2.769823,0.00125966,75.0757
21.png,jpegli,80,768,512,74848,1.522786,2.097745,0.00100212,77.9926
21.png,mozjpeg,85,768,512,70263,1.429504,2.498062,0.00089793,78.4652
21.png,jpegli,85,768,512,87909,1.788513,1.960229,0.00070367,80.8321
21.png,mozjpeg,90,768,512,91081,1.853048,1.883897,0.00053982,82.8970
21.png,jpegli,90,768,512,112636,2.291585,1.552196,0.00041460,84.4833
22.png,mozjpeg,25,768,512,17044,0.346761,5.670614,0.01067820,28.5243
22.png,jpegli,25,768,512,33223,0.675924,4.542650,0.00592023,50.7643
22.png,mozjpeg,30,768,512,20297,0.412944,5.946815,0.00843189,37.0448
22.png,jpegli,30,768,512,36188,0.736247,3.976442,0.00498714,54.6551
22.png,mozjpeg,35,768,512,23367,0.475403,5.725780,0.00693853,43.6429
22.png,jpegli,35,768,512,37939,0.771871,3.906596,0.00461533,56.4056
22.png,mozjpeg,40,768,512,26247,0.533997,4.376718,0.00582434,48.5965
22.png,jpegli,40,768,512,39714,0.807983,3.749092,0.00419619,58.7119
22.png,mozjpeg,45,768,512,28990,0.589803,4.536107,0.00503963,52.5139
22.png,jpegli,45,768,512,42136,0.857259,3.349143,0.00378070,60.5733
22.png,mozjpeg,50,768,512,31819,0.647359,3.934374,0.00436592,56.0787
22.png,jpegli,50,768,512,44334,0.901978,3.382537,0.00342551,62.6149
22.png,mozjpeg,55,768,512,34947,0.710999,4.007656,0.00378466,59.1005
22.png,jpegli,55,768,512,47029,0.956807,3.136322,0.00306568,64.7594
22.png,mozjpeg,60,768,512,37991,0.772929,3.791400,0.00334835,61.2926
22.png,jpegli,60,768,512,51159,1.040833,3.109458,0.00264969,67.1431
22.png,mozjpeg,65,768,512,42213,0.858826,4.084599,0.00279046,64.9993
22.png,jpegli,65,768,512,55094,1.120890,2.876567,0.00228800,69.5957
22.png,mozjpeg,70,768,512,46886,0.953898,3.678661,0.00233890,67.7503
22.png,jpegli,70,768,512,61080,1.242676,2.610595,0.00185808,72.3360
22.png,mozjpeg,75,768,512,53367,1.085754,3.402924,0.00184062,71.4642
22.png,jpegli,75,768,512,67763,1.378642,2.438376,0.00150837,74.6946
22.png,mozjpeg,80,768,512,63562,1.293172,3.062416,0.00135096,74.9783
22.png,jpegli,80,768,512,77814,1.583130,2.179824,0.00115941,77.9621
22.png,mozjpeg,85,768,512,76075,1.547750,2.615686,0.00096798,78.3989
22.png,jpegli,85,768,512,92644,1.884847,1.898029,0.00080318,81.3824
22.png,mozjpeg,90,768,512,98550,2.005005,2.522776,0.00058514,82.3726
22.png,jpegli,90,768,512,119630,2.433879,1.439410,0.00044753,85.4609
23.png,mozjpeg,25,768,512,12479,0.253886,6.138424,0.00766934,34.7838
23.png,jpegli,25,768,512,25937,0.527690,3.840357,0.00369766,57.8858
23.png,mozjpeg,30,768,512,14260,0.290120,5.913744,0.00610659,42.0898
23.png,jpegli,30,768,512,27588,0.561279,3.583282,0.00310307,61.0271
23.png,mozjpeg,35,768,512,16138,0.328328,4.717385,0.00492178,49.0872
23.png,jpegli,35,768,512,28574,0.581340,3.652437,0.00280017,63.0470
23.png,mozjpeg,40,768,512,17773,0.361593,4.335549,0.00411239,53.3413
23.png,jpegli,40,768,512,29373,0.597595,3.610800,0.00252902,64.8216
23.png,mozjpeg,45,768,512,19284,0.392334,3.879563,0.00355070,56.4847
23.png,jpegli,45,768,512,30705,0.624695,3.167223,0.00236955,66.8857
23.png,mozjpeg,50,768,512,20892,0.425049,3.763646,0.00305361,60.6144
23.png,jpegli,50,768,512,31813,0.647237,3.544283,0.00207747,68.9252
23.png,mozjpeg,55,768,512,22835,0.464579,3.921702,0.00263612,63.8499
23.png,jpegli,55,768,512,33015,0.671692,2.923078,0.00188908,70.2620
23.png,mozjpeg,60,768,512,24324,0.494873,3.324814,0.00243488,65.6533
23.png,jpegli,60,768,512,35053,0.713155,2.704294,0.00160460,72.5427
23.png,mozjpeg,65,768,512,26817,0.545593,3.908749,0.00196056,69.0611
23.png,jpegli,65,768,512,36999,0.752747,2.802256,0.00145479,73.7443
23.png,mozjpeg,70,768,512,29336,0.596842,3.395775,0.00167815,71.3557
23.png,jpegli,70,768,512,39987,0.813538,2.415956,0.00120794,76.0264
23.png,mozjpeg,75,768,512,33258,0.676636,3.326167,0.00132263,75.1011
23.png,jpegli,75,768,512,43235,0.879618,2.319207,0.00102695,77.8489
23.png,mozjpeg,80,768,512,39491,0.803446,2.790634,0.00102077,78.0289
23.png,jpegli,80,768,512,48256,0.981771,2.007809,0.00082910,80.1714
23.png,mozjpeg,85,768,512,46559,0.947245,2.128287,0.00080408,80.8936
23.png,jpegli,85,768,512,56431,1.148092,1.935369,0.00060520,83.0492
23.png,mozjpeg,90,768,512,61461,1.250427,1.726214,0.00056661,84.1977
23.png,jpegli,90,768,512,72716,1.479411,1.526332,0.00040749,85.6395
24.png,mozjpeg,25,768,512,22714,0.462118,6.047462,0.01000832,34.4012
24.png,jpegli,25,768,512,41723,0.848857,4.507456,0.00557203,52.4181
24.png,mozjpeg,30,768,512,26547,0.540100,5.582851,0.00798015,41.5819
24.png,jpegli,30,768,512,45634,0.928426,4.311933,0.00463186,56.4903
24.png,mozjpeg,35,768,512,30175,0.613912,4.814161,0.00649697,47.4138
24.png,jpegli,35,768,512,47834,0.973185,4.067598,0.00426755,58.3038
24.png,mozjpeg,40,768,512,33565,0.682882,4.886314,0.00550002,51.7238
24.png,jpegli,40,768,512,50022,1.017700,3.837871,0.00390154,59.4688
24.png,mozjpeg,45,768,512,36960,0.751953,4.803728,0.00477324,54.7885
24.png,jpegli,45,768,512,53081,1.079936,3.787548,0.00352363,61.8620
24.png,mozjpeg,50,768,512,40174,0.817342,4.601756,0.00414493,58.2665
24.png,jpegli,50,768,512,55987,1.139058,3.465545,0.00311639,64.2477
24.png,mozjpeg,55,768,512,43480,0.884603,4.121069,0.00355450,61.0237
24.png,jpegli,55,768,512,59471,1.209941,3.473701,0.00276182,66.2370
24.png,mozjpeg,60,768,512,47079,0.957825,4.105995,0.00315889,63.0323
24.png,jpegli,60,768,512,64390,1.310018,3.218967,0.00236688,68.5844
24.png,mozjpeg,65,768,512,51710,1.052043,4.519341,0.00263151,66.0477
24.png,jpegli,65,768,512,69253,1.408956,2.878128,0.00205437,70.3489
24.png,mozjpeg,70,768,512,57171,1.163147,3.602361,0.00221984,68.2513
24.png,jpegli,70,768,512,76365,1.553650,3.002682,0.00167327,73.0636
24.png,mozjpeg,75,768,512,64322,1.308634,3.316592,0.00173982,71.5685
24.png,jpegli,75,768,512,84204,1.713135,2.525852,0.00137023,75.4802
24.png,mozjpeg,80,768,512,75569,1.537455,3.002044,0.00129860,74.7081
24.png,jpegli,80,768,512,95146,1.935750,2.177944,0.00105868,78.4035
24.png,mozjpeg,85,768,512,88858,1.807821,2.801549,0.00093434,77.8995
24.png,jpegli,85,768,512,111354,2.265503,1.805152,0.00074164,81.6155
24.png,mozjpeg,90,768,512,112417,2.287130,2.897704,0.00056014,81.7973
24.png,jpegli,90,768,512,138936,2.826660,1.441988,0.00044428,85.5874
3.png,mozjpeg,25,768,512,12040,0.244954,6.145004,0.00869799,30.5921
3.png,jpegli,25,768,512,26138,0.531779,4.349824,0.00467002,52.7144
3.png,mozjpeg,30,768,512,14001,0.284851,5.157690,0.00695497,38.2548
3.png,jpegli,30,768,512,28105,0.571798,4.080657,0.00388775,56.2058
3.png,mozjpeg,35,768,512,15952,0.324544,4.555838,0.00578018,44.2046
3.png,jpegli,35,768,512,29234,0.594767,3.955635,0.00367822,57.6060
3.png,mozjpeg,40,768,512,17855,0.363261,4.569421,0.00481222,49.0938
3.png,jpegli,40,768,512,30212,0.614665,3.849994,0.00326803,60.8119
3.png,mozjpeg,45,768,512,19579,0.398336,4.338015,0.00421304,52.8570
3.png,jpegli,45,768,512,31835,0.647685,3.895891,0.00289213,62.8646
3.png,mozjpeg,50,768,512,21445,0.436300,4.122651,0.00358311,56.7099
3.png,jpegli,50,768,512,33199,0.675435,3.396801,0.00271400,64.7807
3.png,mozjpeg,55,768,512,23508,0.478271,3.983984,0.00314242,59.4166
3.png,jpegli,55,768,512,34779,0.707581,3.516124,0.00234448,67.3642
3.png,mozjpeg,60,768,512,25334,0.515422,3.860790,0.00284059,61.5724
3.png,jpegli,60,768,512,37121,0.755229,3.308486,0.00198483,70.3432
3.png,mozjpeg,65,768,512,28076,0.571208,3.360317,0.00234404,65.0315
3.png,jpegli,65,768,512,39388,0.801351,3.280277,0.00180763,71.8999
3.png,mozjpeg,70,768,512,30960,0.629883,3.621527,0.00200703,67.6799
3.png,jpegli,70,768,512,42893,0.872660,3.258196,0.00146569,74.5173
3.png,mozjpeg,75,768,512,35337,0.718933,3.278563,0.00152334,72.1500
3.png,jpegli,75,768,512,46729,0.950704,2.865480,0.00121772,76.7646
3.png,mozjpeg,80,768,512,41988,0.854248,2.767535,0.00116212,75.2596
3.png,jpegli,80,768,512,52324,1.064535,2.445878,0.00100699,79.4436
3.png,mozjpeg,85,768,512,49718,1.011515,2.699832,0.00087266,78.3855
3.png,jpegli,85,768,512,60568,1.232259,2.015854,0.00073283,82.4736
3.png,mozjpeg,90,768,512,64747,1.317281,2.192701,0.00053632,83.2281
3.png,jpegli,90,768,512,74923,1.524312,1.649695,0.00047342,85.5675
4.png,mozjpeg,25,512,768,14571,0.296448,5.392639,0.01239926,24.6068
4.png,jpegli,25,512,768,29657,0.603373,4.292191,0.00703449,47.1552
4.png,mozjpeg,30,512,768,17075,0.347392,5.304766,0.00990804,33.5024
4.png,jpegli,30,512,768,31955,0.650126,3.710268,0.00624891,51.9938
4.png,mozjpeg,35,512,768,19609,0.398946,5.042100,0.00806484,40.7101
4.png,jpegli,35,512,768,33291,0.677307,3.783290,0.00573186,54.4218
4.png,mozjpeg,40,512,768,22047,0.448547,4.630555,0.00690633,45.8307
4.png,jpegli,40,512,768,34560,0.703125,4.030355,0.00514012,56.3031
4.png,mozjpeg,45,512,768,24284,0.494059,4.246796,0.00607432,49.6261
4.png,jpegli,45,512,768,36425,0.741069,3.604475,0.00467942,59.1997
4.png,mozjpeg,50,512,768,26529,0.539734,4.014812,0.00521039,54.2584
4.png,jpegli,50,512,768,38106,0.775269,3.345195,0.00423437,60.8153
4.png,mozjpeg,55,512,768,29025,0.590515,3.874030,0.00458970,57.4669
4.png,jpegli,55,512,768,40171,0.817281,3.294745,0.00387152,63.0436
4.png,mozjpeg,60,512,768,31553,0.641947,3.500332,0.00410566,59.6160
4.png,jpegli,60,512,768,43443,0.883850,3.067192,0.00334072,65.7696
4.png,mozjpeg,65,512,768,35041,0.712911,3.302880,0.00347046,63.5806
4.png,jpegli,65,512,768,46575,0.947571,3.142300,0.00289727,68.2368
4.png,mozjpeg,70,512,768,38933,0.792094,3.118396,0.00289125,66.4973
4.png,jpegli,70,512,768,51405,1.045837,2.778825,0.00240090,71.0300
4.png,mozjpeg,75,512,768,44543,0.906230,3.029724,0.00230183,70.4646
4.png,jpegli,75,512,768,56946,1.158569,2.602931,0.00198774,73.3682
4.png,mozjpeg,80,512,768,53048,1.079264,2.632645,0.00173403,74.1854
4.png,jpegli,80,512,768,64969,1.321798,2.224548,0.00155260,76.6331
4.png,mozjpeg,85,512,768,63807,1.298157,2.214611,0.00126865,77.5683
4.png,jpegli,85,512,768,77805,1.582947,1.822480,0.00109683,80.4447
4.png,mozjpeg,90,512,768,83536,1.699544,1.930566,0.00077943,82.0166
4.png,jpegli,90,512,768,100579,2.046285,1.511537,0.00064773,84.5432
5.png,mozjpeg,25,768,512,31045,0.631612,5.829285,0.01248568,37.8735
5.png,jpegli,25,768,512,53882,1.096232,4.332350,0.00699869,54.7878
5.png,mozjpeg,30,768,512,35797,0.728292,5.941871,0.00993389,44.5949
5.png,jpegli,30,768,512,58785,1.195984,3.970792,0.00599258,58.5876
5.png,mozjpeg,35,768,512,40587,0.825745,5.740266,0.00809934,50.4325
5.png,jpegli,35,768,512,61592,1.253092,3.788252,0.00559500,60.2970
5.png,mozjpeg,40,768,512,44717,0.909770,4.651573,0.00688152,54.6137
5.png,jpegli,40,768,512,64443,1.311096,3.756098,0.00499833,61.8638
5.png,mozjpeg,45,768,512,48693,0.990662,4.828691,0.00596362,57.6415
5.png,jpegli,45,768,512,68146,1.386434,3.556037,0.00453207,63.7491
5.png,mozjpeg,50,768,512,52619,1.070536,4.465488,0.00526798,60.1772
5.png,jpegli,50,768,512,71662,1.457967,3.305868,0.00408110,65.9090
5.png,mozjpeg,55,768,512,56835,1.156311,4.691698,0.00456752,62.8647
5.png,jpegli,55,768,512,75715,1.540426,3.325886,0.00364243,67.9012
5.png,mozjpeg,60,768,512,61180,1.244710,4.172614,0.00405068,65.3965
5.png,jpegli,60,768,512,81544,1.659017,2.956858,0.00317835,70.2453
5.png,mozjpeg,65,768,512,66772,1.358480,3.869723,0.00343330,67.8284
5.png,jpegli,65,768,512,87288,1.775879,2.806561,0.00275926,72.1693
5.png,mozjpeg,70,768,512,73413,1.493591,3.746522,0.00287871,70.5357
5.png,jpegli,70,768,512,95465,1.942240,2.727983,0.00226798,74.3534
5.png,mozjpeg,75,768,512,81951,1.667297,3.664405,0.00229342,73.6356
5.png,jpegli,75,768,512,104321,2.122416,2.361897,0.00184894,76.7487
5.png,mozjpeg,80,768,512,94821,1.929138,3.490169,0.00172690,76.8994
5.png,jpegli,80,768,512,116956,2.379476,2.039626,0.00145964,79.4971
5.png,mozjpeg,85,768,512,110487,2.247864,2.927013,0.00125588,79.9303
5.png,jpegli,85,768,512,134958,2.745728,1.759492,0.00102347,82.3638
5.png,mozjpeg,90,768,512,136852,2.784261,2.931321,0.00077509,83.7511
5.png,jpegli,90,768,512,165188,3.360758,1.336097,0.00062084,86.0781
6.png,mozjpeg,25,768,512,19507,0.396871,5.571447,0.00975429,25.3489
6.png,jpegli,25,768,512,38269,0.778585,4.219444,0.00551881,48.3701
6.png,mozjpeg,30,768,512,22842,0.464722,5.063369,0.00790837,33.2476
6.png,jpegli,30,768,512,41884,0.852132,3.927914,0.00466241,52.9089
6.png,mozjpeg,35,768,512,26181,0.532654,5.147848,0.00644200,41.0528
6.png,jpegli,35,768,512,43837,0.891866,4.093175,0.00430779,54.5242
6.png,mozjpeg,40,768,512,29295,0.596008,5.054575,0.00536853,46.2752
6.png,jpegli,40,768,512,46006,0.935994,3.718300,0.00396524,56.3704
6.png,mozjpeg,45,768,512,32359,0.658346,4.507668,0.00466469,50.1796
6.png,jpegli,45,768,512,48918,0.995239,3.471605,0.00351075,59.1624
6.png,mozjpeg,50,768,512,35286,0.717896,4.024176,0.00400600,54.5383
6.png,jpegli,50,768,512,51509,1.047953,3.550904,0.00314433,61.6518
6.png,mozjpeg,55,768,512,38455,0.782369,3.742064,0.00350673,57.6703
6.png,jpegli,55,768,512,54659,1.112040,3.451493,0.00273908,64.1682
6.png,mozjpeg,60,768,512,41805,0.850525,3.617913,0.00307760,60.0250
6.png,jpegli,60,768,512,59085,1.202087,3.185450,0.00233506,67.1525
6.png,mozjpeg,65,768,512,46220,0.940348,3.707963,0.00254816,63.9979
6.png,jpegli,65,768,512,63397,1.289815,2.840574,0.00202978,68.9223
6.png,mozjpeg,70,768,512,51341,1.044535,3.665343,0.00212542,66.9259
6.png,jpegli,70,768,512,69516,1.414307,2.554847,0.00164134,72.2259
6.png,mozjpeg,75,768,512,58009,1.180196,3.199196,0.00168271,70.7947
6.png,jpegli,75,768,512,76620,1.558838,2.380264,0.00132103,74.7268
6.png,mozjpeg,80,768,512,68394,1.391479,2.860541,0.00122613,74.7155
6.png,jpegli,80,768,512,86335,1.756490,2.157486,0.00101090,77.8698
6.png,mozjpeg,85,768,512,80719,1.642232,2.641689,0.00086760,78.2555
6.png,jpegli,85,768,512,100298,2.040568,2.031518,0.00069417,81.2449
6.png,mozjpeg,90,768,512,102818,2.091838,2.339096,0.00051243,82.7367
6.png,jpegli,90,768,512,124048,2.523763,1.389940,0.00040536,84.9805
7.png,mozjpeg,25,768,512,17392,0.353841,6.331462,0.00725067,42.6141
7.png,jpegli,25,768,512,32345,0.658061,4.250514,0.00358424,60.0965
7.png,mozjpeg,30,768,512,19828,0.403402,6.329657,0.00569489,49.3771
7.png,jpegli,30,768,512,34617,0.704285,4.165100,0.00297628,63.2712
7.png,mozjpeg,35,768,512,22171,0.451070,4.749035,0.00457059,54.3966
7.png,jpegli,35,768,512,35879,0.729960,3.825746,0.00277307,64.3154
7.png,mozjpeg,40,768,512,24269,0.493754,5.128462,0.00388152,57.8840
7.png,jpegli,40,768,512,37095,0.754700,3.653225,0.00252915,66.5433
7.png,mozjpeg,45,768,512,26265,0.534363,4.338967,0.00332894,60.8350
7.png,jpegli,45,768,512,38931,0.792053,3.920346,0.00227489,68.4363
7.png,mozjpeg,50,768,512,28371,0.577209,4.195750,0.00287148,64.3225
7.png,jpegli,50,768,512,40429,0.822530,3.312824,0.00202899,69.4304
7.png,mozjpeg,55,768,512,30814,0.626912,4.568412,0.00249095,66.1955
7.png,jpegli,55,768,512,42183,0.858215,3.323125,0.00181114,71.6755
7.png,mozjpeg,60,768,512,32962,0.670614,4.298879,0.00221332,67.6577
7.png,jpegli,60,768,512,44896,0.913411,3.141876,0.00161208,73.3570
7.png,mozjpeg,65,768,512,36034,0.733114,4.315957,0.00181780,70.9511
7.png,jpegli,65,768,512,47422,0.964803,2.789497,0.00136885,75.0811
7.png,mozjpeg,70,768,512,39275,0.799052,3.352319,0.00152388,72.9517
7.png,jpegli,70,768,512,51590,1.049601,2.689425,0.00114470,77.0903
7.png,mozjpeg,75,768,512,44111,0.897441,3.235749,0.00119935,76.2830
7.png,jpegli,75,768,512,56056,1.140462,2.363975,0.00093488,79.0797
7.png,mozjpeg,80,768,512,51390,1.045532,2.715216,0.00089641,78.7255
7.png,jpegli,80,768,512,62115,1.263733,2.057492,0.00073348,81.2398
7.png,mozjpeg,85,768,512,59963,1.219950,2.607594,0.00065935,81.3830
7.png,jpegli,85,768,512,71347,1.451558,1.923708,0.00053415,84.0430
7.png,mozjpeg,90,768,512,76118,1.548625,2.089988,0.00041577,84.7289
7.png,jpegli,90,768,512,87568,1.781576,1.568914,0.00032358,86.8566
8.png,mozjpeg,25,768,512,31355,0.637919,5.455959,0.00864004,38.9089
8.png,jpegli,25,768,512,54264,1.104004,5.120903,0.00511755,53.8194
8.png,mozjpeg,30,768,512,36146,0.735392,5.038266,0.00694101,44.5048
8.png,jpegli,30,768,512,59078,1.201945,4.366457,0.00433202,57.6495
8.png,mozjpeg,35,768,512,40543,0.824849,4.627954,0.00574134,49.8616
8.png,jpegli,35,768,512,61798,1.257284,4.235881,0.00403352,58.8312
8.png,mozjpeg,40,768,512,44665,0.908712,4.485413,0.00487177,53.8295
8.png,jpegli,40,768,512,64622,1.314738,3.844653,0.00364121,60.8487
8.png,mozjpeg,45,768,512,48639,0.989563,4.298794,0.00424692,56.9755
8.png,jpegli,45,768,512,68418,1.391968,3.473152,0.00327819,62.3884
8.png,mozjpeg,50,768,512,52412,1.066325,4.144660,0.00372036,59.6436
8.png,jpegli,50,768,512,71921,1.463236,3.665259,0.00294049,64.7888
8.png,mozjpeg,55,768,512,56386,1.147176,4.118991,0.00327304,62.2573
8.png,jpegli,55,768,512,76025,1.546733,3.275407,0.00261257,66.8218
8.png,mozjpeg,60,768,512,60784,1.236654,3.811625,0.00288378,64.2440
8.png,jpegli,60,768,512,81782,1.663859,2.964043,0.00225810,68.7242
8.png,mozjpeg,65,768,512,66005,1.342875,3.932333,0.00246651,66.6929
8.png,jpegli,65,768,512,87572,1.781657,2.990817,0.00195419,70.7294
8.png,mozjpeg,70,768,512,72445,1.473897,3.428529,0.00206964,68.9697
8.png,jpegli,70,768,512,95728,1.947591,2.653778,0.00161340,73.0484
8.png,mozjpeg,75,768,512,80975,1.647441,3.310540,0.00166903,71.8512
8.png,jpegli,75,768,512,105116,2.138590,2.340452,0.00130798,75.4115
8.png,mozjpeg,80,768,512,93857,1.909526,2.842349,0.00126537,75.4117
8.png,jpegli,80,768,512,118160,2.403971,2.277635,0.00099930,78.3596
8.png,mozjpeg,85,768,512,109495,2.227681,2.493753,0.00090727,78.5877
8.png,jpegli,85,768,512,137060,2.788493,1.806109,0.00070455,81.3056
8.png,mozjpeg,90,768,512,135827,2.763407,2.000102,0.00055380,82.4262
8.png,jpegli,90,768,512,168411,3.426331,1.375570,0.00041178,85.4627
9.png,mozjpeg,25,512,768,13123,0.266988,5.580839,0.00548865,35.7239
9.png,jpegli,25,512,768,27349,0.556417,4.499128,0.00295917,55.2829
9.png,mozjpeg,30,512,768,15007,0.305318,5.050993,0.00437215,42.7319
9.png,jpegli,30,512,768,29146,0.592977,3.784802,0.00242452,59.6026
9.png,mozjpeg,35,512,768,16883,0.343486,4.668655,0.00346717,49.4673
9.png,jpegli,35,512,768,30262,0.615682,4.114461,0.00223310,61.2005
9.png,mozjpeg,40,512,768,18565,0.377706,4.146395,0.00300339,53.0532
9.png,jpegli,40,512,768,31230,0.635376,3.872550,0.00200960,63.4740
9.png,mozjpeg,45,512,768,20190,0.410767,4.482831,0.00257580,56.2902
9.png,jpegli,45,512,768,32735,0.665995,3.704245,0.00173346,66.2053
9.png,mozjpeg,50,512,768,21911,0.445780,4.350746,0.00219752,59.7080
9.png,jpegli,50,512,768,33950,0.690715,3.408763,0.00155480,67.5971
9.png,mozjpeg,55,512,768,23862,0.485474,4.349503,0.00190513,62.0794
9.png,jpegli,55,512,768,35528,0.722819,3.139357,0.00140029,69.2291
9.png,mozjpeg,60,512,768,25621,0.521261,3.951656,0.00170923,63.7755
9.png,jpegli,60,512,768,37889,0.770854,2.784189,0.00121783,71.4214
9.png,mozjpeg,65,512,768,28158,0.572876,3.572434,0.00138537,67.5636
9.png,jpegli,65,512,768,39884,0.811442,2.707659,0.00103169,72.9677
9.png,mozjpeg,70,512,768,30878,0.628215,3.376777,0.00117388,69.7331
9.png,jpegli,70,512,768,43245,0.879822,2.505609,0.00089122,74.5734
9.png,mozjpeg,75,512,768,35162,0.715373,2.905611,0.00090742,73.8376
9.png,jpegli,75,512,768,46842,0.953003,2.505078,0.00072103,76.6975
9.png,mozjpeg,80,512,768,41720,0.848796,2.624933,0.00070779,76.2703
9.png,jpegli,80,512,768,52234,1.062703,2.263314,0.00057821,78.9758
9.png,mozjpeg,85,512,768,49986,1.016968,2.435773,0.00052294,79.2673
9.png,jpegli,85,512,768,61143,1.243958,1.780221,0.00043650,81.3443
9.png,mozjpeg,90,512,768,66578,1.354533,1.937292,0.00032790,83.0808
9.png,jpegli,90,512,768,80506,1.637899,1.595591,0.00028920,84.1928
